task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
navi_bench/craigslist/motorcycles/24,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Search for KTM dirt bikes under $7,000 with photos from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=ktm&query=dirt&max_price=7000&hasPic=1&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/0,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find Class A motorhomes with images priced under $60,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=class%20a%20motorhome&hasPic=1&max_price=60000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/1,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse Class B camper vans sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=class%20b&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/2,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Search for Class C motorhomes priced between $35,000 and $75,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=class%20c%20motorhome&min_price=35000&max_price=75000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/3,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find travel trailers under $18,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=travel%20trailer&hasPic=1&max_price=18000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/4,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse fifth wheel trailers from dealers with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=fifth%20wheel&purveyor=dealer&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/5,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find pop-up campers under $7,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=pop%20up%20camper&max_price=7000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/6,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Search for toy haulers priced under $45,000 with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=toy%20hauler&hasPic=1&max_price=45000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/7,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find truck campers under $12,000 sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=truck%20camper&max_price=12000&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/8,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find Airstream trailers with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=airstream&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/9,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse Winnebago motorhomes under $70,000 with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=winnebago&max_price=70000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/10,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Search for Jayco RVs sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=jayco&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/11,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find Forest River trailers priced between $12,000 and $30,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=forest%20river&min_price=12000&max_price=30000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/12,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse Keystone RVs under $28,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=keystone&max_price=28000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/13,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find new condition RVs with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?condition=10&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/14,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse travel trailers in excellent condition under $25,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=travel%20trailer&condition=30&max_price=25000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/15,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find motorhomes in like-new condition from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=motorhome&condition=20&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/16,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find RVs under $15,000 sorted by lowest price with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?max_price=15000&sort=priceasc&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/17,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse travel trailers sorted by newest listings."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=travel%20trailer&sort=date#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/18,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find Airstream travel trailers in excellent condition under $90,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=airstream&condition=30&max_price=90000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/19,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse diesel motorhomes priced between $40,000 and $120,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=diesel%20motorhome&min_price=40000&max_price=120000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/20,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find teardrop trailers under $15,000 sold by owners with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=teardrop&max_price=15000&purveyor=owner&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/21,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Search for van conversions under $50,000 with images from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=van%20conversion&max_price=50000&hasPic=1&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/22,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find hybrid travel trailers under $35,000 with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=hybrid%20trailer&max_price=35000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/boats/0,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find fishing boats with images priced under $18,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=fishing%20boat&hasPic=1&max_price=18000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/1,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse sailboats sold by owners with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=sailboat&purveyor=owner&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/2,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Search for pontoon boats priced between $12,000 and $35,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=pontoon&min_price=12000&max_price=35000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/3,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find bass boats under $22,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=bass%20boat&hasPic=1&max_price=22000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/4,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse center console boats from dealers."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=center%20console&purveyor=dealer#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/5,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find ski boats priced under $28,000 with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=ski%20boat&hasPic=1&max_price=28000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/6,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Search for bowrider boats priced between $15,000 and $30,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=bowrider&min_price=15000&max_price=30000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/7,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find cabin cruiser boats with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=cabin%20cruiser&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/8,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find kayaks with photos sorted by lowest price."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=kayak&hasPic=1&sort=priceasc#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/9,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse canoes under $800 sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=canoe&max_price=800&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/10,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find jet skis under $9,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=jet%20ski&hasPic=1&max_price=9000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/11,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Search for paddleboards with photos from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=paddleboard&hasPic=1&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/12,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find Boston Whaler boats with images under $40,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=boston%20whaler&hasPic=1&max_price=40000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/13,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse Sea Ray boats priced between $25,000 and $55,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=sea%20ray&min_price=25000&max_price=55000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/14,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find Bayliner boats under $16,000 with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=bayliner&max_price=16000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/15,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find boats in excellent condition with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?condition=30&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/16,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse like-new fishing boats under $30,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=fishing%20boat&condition=20&max_price=30000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/17,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find boats under $10,000 sorted by lowest price with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?max_price=10000&sort=priceasc&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/18,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse pontoon boats sorted by newest listings."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=pontoon&sort=date#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/19,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find aluminum fishing boats under $14,000 with images from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=aluminum%20fishing%20boat&hasPic=1&max_price=14000&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/20,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse Yamaha jet skis under $12,000 sold by owners with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=yamaha%20jet%20ski&max_price=12000&purveyor=owner&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/21,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find boat trailers under $2,500 with images from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=boat%20trailer&max_price=2500&hasPic=1&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
