task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
navi_bench/craigslist/motorcycles/13,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find sport bikes under $8,000 with photos."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?query=sport%20bike&hasPic=1&max_price=8000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/14,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse cruiser motorcycles sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?query=cruiser&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/15,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Search for touring motorcycles priced between $10,000 and $25,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?query=touring&min_price=10000&max_price=25000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/16,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find dirt bikes under $5,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?query=dirt%20bike&hasPic=1&max_price=5000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/17,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse adventure motorcycles from dealers."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?query=adventure&purveyor=dealer#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/18,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find Harley-Davidson touring motorcycles from 2018 or newer under $20,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=harley%20touring&min_auto_year=2018&max_price=20000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/19,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse Honda sport bikes with less than 15,000 miles from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=honda&query=sport&max_auto_miles=15000&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/20,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find BMW motorcycles in excellent condition priced between $8,000 and $18,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=bmw&condition=30&min_price=8000&max_price=18000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/21,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Search for Ducati motorcycles from 2019 or newer with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=ducati&min_auto_year=2019&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/22,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find Indian motorcycles sold by owners under $25,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=indian&purveyor=owner&max_price=25000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/23,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find motorcycles under $5,000 sorted by lowest price."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?max_price=5000&sort=priceasc&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/24,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse Harley-Davidson motorcycles sorted by newest listings."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=harley&sort=date#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/25,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find budget motorcycles under $2,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?max_price=2000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/26,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse scooters under $3,000 from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?query=scooter&max_price=3000&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/27,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find Triumph motorcycles with images under $12,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=triumph&hasPic=1&max_price=12000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/28,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Search for KTM dirt bikes from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=ktm&query=dirt&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/29,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find Royal Enfield motorcycles in like-new condition."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=royal%20enfield&condition=20&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/0,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find Class A motorhomes with images priced under $50,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=class%20a%20motorhome&hasPic=1&max_price=50000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/1,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse Class B camper vans sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=class%20b&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/2,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Search for Class C motorhomes priced between $30,000 and $80,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=class%20c%20motorhome&min_price=30000&max_price=80000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/3,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find travel trailers under $20,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=travel%20trailer&hasPic=1&max_price=20000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/4,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse fifth wheel trailers from dealers."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=fifth%20wheel&purveyor=dealer#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/5,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find pop-up campers under $8,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=pop%20up%20camper&max_price=8000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/6,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Search for toy haulers with images priced under $40,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=toy%20hauler&hasPic=1&max_price=40000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/7,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse teardrop trailers sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=teardrop&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/8,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find truck campers under $15,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=truck%20camper&hasPic=1&max_price=15000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/9,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find Airstream trailers with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=airstream&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/10,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse Winnebago motorhomes under $60,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=winnebago&max_price=60000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/11,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Search for Jayco RVs sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=jayco&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/12,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find Forest River trailers priced between $15,000 and $35,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=forest%20river&min_price=15000&max_price=35000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/13,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse Thor motorhomes with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=thor&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/14,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find Keystone RVs under $25,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=keystone&max_price=25000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/15,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find new condition RVs with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?condition=10&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/16,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse like-new travel trailers under $30,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=travel%20trailer&condition=20&max_price=30000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/17,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find RVs in excellent condition from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?condition=30&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/18,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Search for motorhomes in good condition under $40,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=motorhome&condition=40&max_price=40000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/19,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find Airstream travel trailers in excellent condition under $80,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=airstream%20travel%20trailer&condition=30&max_price=80000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/20,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse Class A diesel motorhomes priced between $50,000 and $150,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=class%20a%20diesel&min_price=50000&max_price=150000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/21,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find toy hauler fifth wheels under $50,000 from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=toy%20hauler%20fifth%20wheel&max_price=50000&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/22,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Search for small travel trailers under 20 feet with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=small%20travel%20trailer&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/23,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse van conversions sold by owners under $60,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=van%20conversion&purveyor=owner&max_price=60000#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/24,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find RVs under $20,000 sorted by lowest price."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?max_price=20000&sort=priceasc&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/25,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse motorhomes sorted by newest listings."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=motorhome&sort=date#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/26,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find travel trailers sorted by highest price with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=travel%20trailer&sort=pricedesc&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/27,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find budget RVs under $10,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?max_price=10000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,medium,null,0,validation,null
navi_bench/craigslist/rvs_camp/28,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Browse camping trailers under $5,000 from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=camping%20trailer&max_price=5000&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/rvs_camp/29,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/rva"", ""task"": ""Find slide-in truck campers under $12,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/rva?query=slide%20in%20camper&max_price=12000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,rvs_camp,hard,null,0,validation,null
navi_bench/craigslist/boats/0,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find fishing boats with images priced under $20,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=fishing%20boat&hasPic=1&max_price=20000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/1,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse sailboats sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=sailboat&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/2,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Search for pontoon boats priced between $15,000 and $40,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=pontoon&min_price=15000&max_price=40000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/3,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find bass boats under $25,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=bass%20boat&hasPic=1&max_price=25000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/4,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse cabin cruisers from dealers."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=cabin%20cruiser&purveyor=dealer#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/5,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find center console boats priced under $35,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=center%20console&max_price=35000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/6,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Search for ski boats with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=ski%20boat&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,medium,null,0,validation,null
navi_bench/craigslist/boats/7,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Browse deck boats sold by owners under $30,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=deck%20boat&purveyor=owner&max_price=30000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
navi_bench/craigslist/boats/8,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/boa"", ""task"": ""Find bowrider boats priced between $10,000 and $25,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/boa?query=bowrider&min_price=10000&max_price=25000#search=2~gallery~0""]]}",real,craigslist,marketplace,boats,hard,null,0,validation,null
